Advertising_Spend,Store_Size,Training_Hours,Customer_Satisfaction,Monthly_Sales
54175.53252493518,2284.466733624269,21.855729366856544,76.33089318204831,583629.9183546018
52375.87738586549,2435.965854486446,16.980074066420897,71.56003341891066,568807.9289785095
52003.942802767015,2593.2722696794012,20.4329489373645,74.46060052333458,581921.0164541225
52771.5856759758,2942.6068650848656,19.221613823039604,71.88989236630199,595910.4608458127
44559.80222737207,2757.297886960606,25.838910308299035,74.14476048213601,568804.5384205874
51858.02957728803,2452.018441010972,21.272104216506065,86.32185077964704,620361.316929326
52344.57978638945,2494.2951376291935,21.68801331037601,74.30360666700834,582318.1018133109
44285.188655789054,2199.2411906086572,17.940615169387662,95.79429238902435,602896.1281404516
64926.19608915805,2494.446059202283,17.561968879637533,82.95990740528534,629643.9263297388
53790.6633672943,2413.4024083239583,17.837209060901895,81.10901674216925,596127.1000851275
40469.57202237881,2596.815568101427,21.972260711891483,74.84985331891272,564963.9721653388
55252.42886907064,2251.830716934303,17.895077595898684,84.20185927645394,600136.6165310381
42202.546638181426,2655.803954272352,21.448874284482066,76.54617304257336,575175.3067707522
56296.67682993961,2959.8216739007735,30.377003993227195,80.73205888787217,654715.221073332
59268.76463205923,2467.371955462943,24.355623517158463,95.36050722961276,652465.2397317139
43434.54145318631,2620.5135166296823,18.369882339160796,79.4236406016521,578294.7294081622
57707.00903395457,2707.043197513334,26.006069610819722,86.89563995771405,639633.2267489939
53302.247415491984,2379.6338584342493,17.959623134892244,75.78094144924468,591887.5378617389
56576.48127995592,2567.227744543125,9.80937732411073,79.79006905701823,580561.4210698615
65174.34386123158,2503.7777202345383,14.95956844541298,90.62480381381306,657398.1643837008
48036.89507197704,2529.3028295646495,10.646040394870722,76.2381976532734,557749.678904054
43970.110685140084,2268.09706484336,18.24243257979346,90.87469134798157,569102.1078945918
42883.884562995816,2507.3530522776828,20.092091895947757,84.24651161273286,580292.968608423
43473.51772027649,2649.399487373635,28.382186561376415,76.6251993446344,577512.631589561
49383.186324687165,2935.3430823385124,21.634636868820813,83.79444643433312,622568.2531145561
52729.21579853315,2787.781247825562,18.90449735595568,85.83532669776038,609673.8635921245
52213.526394640154,3145.954737253467,24.147027905917447,83.73085977330318,629582.7128765096
56617.46599228819,2269.795731133585,8.944323454960575,70.57865168065726,534812.9028329835
50104.015135023255,2761.6961910162036,21.178072790542828,75.63717694505078,585727.1425878044
61628.27261725854,2555.0026017215055,23.854325969434832,78.51488818669097,597702.5331014199
47882.745334096355,3156.9408799653015,12.607068771100792,79.55339942539972,577855.6728228565
71761.35333271694,2257.5105143934547,25.718770216034645,83.72403258530407,657794.6085455049
55005.33878212005,2248.083447345767,21.69248203747207,81.06620600559953,602686.8073154079
43142.73954866974,2320.1822063667933,17.923560430495993,71.98793384773938,545554.5759841151
41432.860015511105,1862.8312827070579,23.163909330531425,82.28118710603577,541139.2883440031
53859.77932194548,2342.2734934957716,31.35346428902198,83.66351447170294,618359.2420412608
48212.297717393194,2272.2602015338907,20.909331275292477,83.35874268758624,582411.1571721492
55712.00395273673,2545.1181359428624,21.24110293150168,86.48468435332774,608001.3792816548
53785.90099658836,2602.526792733148,17.70319550229878,85.00353292729342,622473.3315626516
49417.36869874502,3062.851251764766,15.750778152676041,82.75508047537062,615243.6724438422
43225.65025545276,2785.1271514558152,24.151679082721227,79.57900573124812,585806.404916212
37881.22220251308,2326.928903301279,15.719580870455664,70.03423439890405,520419.6312726882
46427.88038346383,2230.4755985954926,20.357831186096963,82.57770931479551,575687.6096094796
56851.19035458778,2647.575751451952,17.611712766174417,81.24612612297867,588056.2177099716
51712.74995304163,2103.9300378938074,22.39489912873196,81.62947302317224,580862.9616558469
40034.0897703041,3049.4376297563063,21.66831052643474,72.33950854507815,563392.764882789
51385.44740680946,2853.832036216386,25.187699721289498,73.51366075755043,589668.613031662
53082.53903783069,2359.2473043685886,17.449918005726264,86.31891711999742,595576.7069147623
42929.140510390935,1986.0596412727368,18.650625323533145,79.76266907686006,563791.0997468338
51229.80084756422,2906.1617122496236,15.106181421088463,84.08900418423575,612916.3349848435
50465.669747568,2465.6380464242147,17.77853369961944,80.16991025678277,577453.0695522977
40856.237617355015,2871.3448935920387,21.88650246522426,80.17853683697447,588508.7030793781
